,ReportDt,Unit,Power
730,12/24/2009,Beaver Valley 1,100
731,12/24/2009,Beaver Valley 2,100
732,12/24/2009,Braidwood 1,100
733,12/24/2009,Braidwood 2,100
734,12/24/2009,Browns Ferry 1,100
735,12/24/2009,Browns Ferry 2,100
736,12/24/2009,Browns Ferry 3,100
737,12/24/2009,Brunswick 1,100
738,12/24/2009,Brunswick 2,100
739,12/24/2009,Byron 1,100
740,12/24/2009,Byron 2,100
741,12/24/2009,Callaway,100
742,12/24/2009,Calvert Cliffs 1,100
743,12/24/2009,Calvert Cliffs 2,100
744,12/24/2009,Catawba 1,100
745,12/24/2009,Catawba 2,100
746,12/24/2009,Clinton,93
747,12/24/2009,Columbia Generating Station,100
748,12/24/2009,Comanche Peak 1,100
749,12/24/2009,Comanche Peak 2,100
750,12/24/2009,Cooper,100
751,12/24/2009,Crystal River 3,0
752,12/24/2009,D.C. Cook 1,100
753,12/24/2009,D.C. Cook 2,100
754,12/24/2009,Davis-Besse,100
755,12/24/2009,Diablo Canyon 1,100
756,12/24/2009,Diablo Canyon 2,100
757,12/24/2009,Dresden 2,99
758,12/24/2009,Dresden 3,99
759,12/24/2009,Duane Arnold,100
760,12/24/2009,Farley 1,100
761,12/24/2009,Farley 2,100
762,12/24/2009,Fermi 2,100
763,12/24/2009,FitzPatrick,100
764,12/24/2009,Fort Calhoun,66
765,12/24/2009,Ginna,100
766,12/24/2009,Grand Gulf 1,100
767,12/24/2009,Harris 1,100
768,12/24/2009,Hatch 1,100
769,12/24/2009,Hatch 2,100
770,12/24/2009,Hope Creek 1,100
771,12/24/2009,Indian Point 2,100
772,12/24/2009,Indian Point 3,100
773,12/24/2009,Kewaunee,100
774,12/24/2009,La Salle 1,100
775,12/24/2009,La Salle 2,100
776,12/24/2009,Limerick 1,100
777,12/24/2009,Limerick 2,100
778,12/24/2009,McGuire 1,100
779,12/24/2009,McGuire 2,100
780,12/24/2009,Millstone 2,100
781,12/24/2009,Millstone 3,0
782,12/24/2009,Monticello,100
783,12/24/2009,Nine Mile Point 1,100
784,12/24/2009,Nine Mile Point 2,100
785,12/24/2009,North Anna 1,100
786,12/24/2009,North Anna 2,100
787,12/24/2009,Oconee 1,100
788,12/24/2009,Oconee 2,100
789,12/24/2009,Oconee 3,100
790,12/24/2009,Oyster Creek,100
791,12/24/2009,Palisades,100
792,12/24/2009,Palo Verde 1,100
793,12/24/2009,Palo Verde 2,100
794,12/24/2009,Palo Verde 3,100
795,12/24/2009,Peach Bottom 2,100
796,12/24/2009,Peach Bottom 3,100
797,12/24/2009,Perry 1,100
798,12/24/2009,Pilgrim 1,100
799,12/24/2009,Point Beach 1,100
800,12/24/2009,Point Beach 2,100
801,12/24/2009,Prairie Island 1,100
802,12/24/2009,Prairie Island 2,100
803,12/24/2009,Quad Cities 1,100
804,12/24/2009,Quad Cities 2,100
805,12/24/2009,River Bend 1,100
806,12/24/2009,Robinson 2,100
807,12/24/2009,Saint Lucie 1,100
808,12/24/2009,Saint Lucie 2,100
809,12/24/2009,Salem 1,100
810,12/24/2009,Salem 2,100
811,12/24/2009,San Onofre 2,0
812,12/24/2009,San Onofre 3,100
813,12/24/2009,Seabrook 1,18
814,12/24/2009,Sequoyah 1,100
815,12/24/2009,Sequoyah 2,100
816,12/24/2009,South Texas 1,100
817,12/24/2009,South Texas 2,100
818,12/24/2009,Summer,100
819,12/24/2009,Surry 1,100
820,12/24/2009,Surry 2,100
821,12/24/2009,Susquehanna 1,77
822,12/24/2009,Susquehanna 2,94
823,12/24/2009,Three Mile Island 1,0
824,12/24/2009,Turkey Point 3,100
825,12/24/2009,Turkey Point 4,100
826,12/24/2009,Vermont Yankee,100
827,12/24/2009,Vogtle 1,100
828,12/24/2009,Vogtle 2,0
829,12/24/2009,Waterford 3,100
830,12/24/2009,Watts Bar 1,100
831,12/24/2009,Wolf Creek 1,100
832,12/23/2009,Arkansas Nuclear 1,100
833,12/23/2009,Arkansas Nuclear 2,100
834,12/23/2009,Beaver Valley 1,100
835,12/23/2009,Beaver Valley 2,100
836,12/23/2009,Braidwood 1,100
837,12/23/2009,Braidwood 2,100
838,12/23/2009,Browns Ferry 1,100
839,12/23/2009,Browns Ferry 2,100
840,12/23/2009,Browns Ferry 3,100
841,12/23/2009,Brunswick 1,100
842,12/23/2009,Brunswick 2,100
843,12/23/2009,Byron 1,100
844,12/23/2009,Byron 2,100
845,12/23/2009,Callaway,100
846,12/23/2009,Calvert Cliffs 1,100
847,12/23/2009,Calvert Cliffs 2,100
848,12/23/2009,Catawba 1,100
849,12/23/2009,Catawba 2,100
850,12/23/2009,Clinton,93
851,12/23/2009,Columbia Generating Station,100
852,12/23/2009,Comanche Peak 1,100
853,12/23/2009,Comanche Peak 2,100
854,12/23/2009,Cooper,100
855,12/23/2009,Crystal River 3,0
856,12/23/2009,D.C. Cook 1,100
857,12/23/2009,D.C. Cook 2,100
858,12/23/2009,Davis-Besse,100
859,12/23/2009,Diablo Canyon 1,100
860,12/23/2009,Diablo Canyon 2,100
861,12/23/2009,Dresden 2,99
862,12/23/2009,Dresden 3,99
863,12/23/2009,Duane Arnold,100
864,12/23/2009,Farley 1,100
865,12/23/2009,Farley 2,100
866,12/23/2009,Fermi 2,100
867,12/23/2009,FitzPatrick,55
868,12/23/2009,Fort Calhoun,30
869,12/23/2009,Ginna,100
870,12/23/2009,Grand Gulf 1,100
871,12/23/2009,Harris 1,100
872,12/23/2009,Hatch 1,100
873,12/23/2009,Hatch 2,100
874,12/23/2009,Hope Creek 1,100
875,12/23/2009,Indian Point 2,100
876,12/23/2009,Indian Point 3,100
877,12/23/2009,Kewaunee,100
878,12/23/2009,La Salle 1,100
879,12/23/2009,La Salle 2,100
880,12/23/2009,Limerick 1,100
881,12/23/2009,Limerick 2,100
882,12/23/2009,McGuire 1,100
883,12/23/2009,McGuire 2,100
884,12/23/2009,Millstone 2,100
885,12/23/2009,Millstone 3,0
886,12/23/2009,Monticello,100
887,12/23/2009,Nine Mile Point 1,100
888,12/23/2009,Nine Mile Point 2,100
889,12/23/2009,North Anna 1,100
890,12/23/2009,North Anna 2,100
891,12/23/2009,Oconee 1,100
892,12/23/2009,Oconee 2,100
893,12/23/2009,Oconee 3,100
894,12/23/2009,Oyster Creek,100
895,12/23/2009,Palisades,100
896,12/23/2009,Palo Verde 1,100
897,12/23/2009,Palo Verde 2,100
898,12/23/2009,Palo Verde 3,100
899,12/23/2009,Peach Bottom 2,100
900,12/23/2009,Peach Bottom 3,100
901,12/23/2009,Perry 1,100
902,12/23/2009,Pilgrim 1,100
903,12/23/2009,Point Beach 1,100
904,12/23/2009,Point Beach 2,100
905,12/23/2009,Prairie Island 1,100
906,12/23/2009,Prairie Island 2,100
907,12/23/2009,Quad Cities 1,100
908,12/23/2009,Quad Cities 2,100
909,12/23/2009,River Bend 1,100
910,12/23/2009,Robinson 2,100
911,12/23/2009,Saint Lucie 1,100
912,12/23/2009,Saint Lucie 2,100
913,12/23/2009,Salem 1,100
914,12/23/2009,Salem 2,100
915,12/23/2009,San Onofre 2,0
916,12/23/2009,San Onofre 3,100
917,12/23/2009,Seabrook 1,17
918,12/23/2009,Sequoyah 1,100
919,12/23/2009,Sequoyah 2,100
920,12/23/2009,South Texas 1,100
921,12/23/2009,South Texas 2,100
922,12/23/2009,Summer,100
923,12/23/2009,Surry 1,100
924,12/23/2009,Surry 2,100
925,12/23/2009,Susquehanna 1,94
926,12/23/2009,Susquehanna 2,94
927,12/23/2009,Three Mile Island 1,0
928,12/23/2009,Turkey Point 3,100
929,12/23/2009,Turkey Point 4,100
930,12/23/2009,Vermont Yankee,100
931,12/23/2009,Vogtle 1,100
932,12/23/2009,Vogtle 2,100
933,12/23/2009,Waterford 3,100
934,12/23/2009,Watts Bar 1,100
935,12/23/2009,Wolf Creek 1,100
936,12/22/2009,Arkansas Nuclear 1,100
937,12/22/2009,Arkansas Nuclear 2,100
938,12/22/2009,Beaver Valley 1,100
939,12/22/2009,Beaver Valley 2,100
940,12/22/2009,Braidwood 1,100
941,12/22/2009,Braidwood 2,100
942,12/22/2009,Browns Ferry 1,98
943,12/22/2009,Browns Ferry 2,100
944,12/22/2009,Browns Ferry 3,100
945,12/22/2009,Brunswick 1,100
946,12/22/2009,Brunswick 2,100
947,12/22/2009,Byron 1,100
948,12/22/2009,Byron 2,100
949,12/22/2009,Callaway,100
950,12/22/2009,Calvert Cliffs 1,100
951,12/22/2009,Calvert Cliffs 2,100
952,12/22/2009,Catawba 1,100
953,12/22/2009,Catawba 2,100
954,12/22/2009,Clinton,93
955,12/22/2009,Columbia Generating Station,100
956,12/22/2009,Comanche Peak 1,100
957,12/22/2009,Comanche Peak 2,100
958,12/22/2009,Cooper,100
959,12/22/2009,Crystal River 3,0
960,12/22/2009,D.C. Cook 1,96
961,12/22/2009,D.C. Cook 2,100
962,12/22/2009,Davis-Besse,100
963,12/22/2009,Diablo Canyon 1,100
964,12/22/2009,Diablo Canyon 2,100
965,12/22/2009,Dresden 2,100
966,12/22/2009,Dresden 3,99
967,12/22/2009,Duane Arnold,100
968,12/22/2009,Farley 1,100
969,12/22/2009,Farley 2,100
970,12/22/2009,Fermi 2,100
971,12/22/2009,FitzPatrick,100
972,12/22/2009,Fort Calhoun,10
973,12/22/2009,Ginna,100
974,12/22/2009,Grand Gulf 1,100
975,12/22/2009,Harris 1,100
976,12/22/2009,Hatch 1,100
977,12/22/2009,Hatch 2,100
978,12/22/2009,Hope Creek 1,100
979,12/22/2009,Indian Point 2,100
980,12/22/2009,Indian Point 3,100
981,12/22/2009,Kewaunee,100
982,12/22/2009,La Salle 1,100
983,12/22/2009,La Salle 2,100
984,12/22/2009,Limerick 1,100
985,12/22/2009,Limerick 2,100
986,12/22/2009,McGuire 1,100
987,12/22/2009,McGuire 2,100
988,12/22/2009,Millstone 2,100
989,12/22/2009,Millstone 3,0
990,12/22/2009,Monticello,100
991,12/22/2009,Nine Mile Point 1,100
992,12/22/2009,Nine Mile Point 2,100
993,12/22/2009,North Anna 1,100
994,12/22/2009,North Anna 2,100
995,12/22/2009,Oconee 1,100
996,12/22/2009,Oconee 2,100
997,12/22/2009,Oconee 3,100
998,12/22/2009,Oyster Creek,100
999,12/22/2009,Palisades,100
1000,12/22/2009,Palo Verde 1,100
1001,12/22/2009,Palo Verde 2,100
1002,12/22/2009,Palo Verde 3,100
1003,12/22/2009,Peach Bottom 2,49
1004,12/22/2009,Peach Bottom 3,100
1005,12/22/2009,Perry 1,100
1006,12/22/2009,Pilgrim 1,100
1007,12/22/2009,Point Beach 1,100
1008,12/22/2009,Point Beach 2,100
1009,12/22/2009,Prairie Island 1,100
1010,12/22/2009,Prairie Island 2,100
1011,12/22/2009,Quad Cities 1,100
1012,12/22/2009,Quad Cities 2,100
1013,12/22/2009,River Bend 1,100
1014,12/22/2009,Robinson 2,100
1015,12/22/2009,Saint Lucie 1,100
1016,12/22/2009,Saint Lucie 2,100
1017,12/22/2009,Salem 1,100
1018,12/22/2009,Salem 2,100
1019,12/22/2009,San Onofre 2,0
1020,12/22/2009,San Onofre 3,100
1021,12/22/2009,Seabrook 1,10
1022,12/22/2009,Sequoyah 1,100
1023,12/22/2009,Sequoyah 2,100
1024,12/22/2009,South Texas 1,100
1025,12/22/2009,South Texas 2,100
1026,12/22/2009,Summer,100
1027,12/22/2009,Surry 1,100
1028,12/22/2009,Surry 2,100
1029,12/22/2009,Susquehanna 1,94
1030,12/22/2009,Susquehanna 2,94
1031,12/22/2009,Three Mile Island 1,0
1032,12/22/2009,Turkey Point 3,100
1033,12/22/2009,Turkey Point 4,100
1034,12/22/2009,Vermont Yankee,100
1035,12/22/2009,Vogtle 1,100
1036,12/22/2009,Vogtle 2,100
1037,12/22/2009,Waterford 3,100
1038,12/22/2009,Watts Bar 1,100
1039,12/22/2009,Wolf Creek 1,100
1040,12/21/2009,Arkansas Nuclear 1,100
1041,12/21/2009,Arkansas Nuclear 2,100
1042,12/21/2009,Beaver Valley 1,100
1043,12/21/2009,Beaver Valley 2,100
1044,12/21/2009,Braidwood 1,100
1045,12/21/2009,Braidwood 2,100
1046,12/21/2009,Browns Ferry 1,100
1047,12/21/2009,Browns Ferry 2,100
1048,12/21/2009,Browns Ferry 3,100
1049,12/21/2009,Brunswick 1,100
1050,12/21/2009,Brunswick 2,100
1051,12/21/2009,Byron 1,100
1052,12/21/2009,Byron 2,100
1053,12/21/2009,Callaway,100
1054,12/21/2009,Calvert Cliffs 1,100
1055,12/21/2009,Calvert Cliffs 2,100
1056,12/21/2009,Catawba 1,100
1057,12/21/2009,Catawba 2,100
1058,12/21/2009,Clinton,93
1059,12/21/2009,Columbia Generating Station,100
1060,12/21/2009,Comanche Peak 1,100
1061,12/21/2009,Comanche Peak 2,100
1062,12/21/2009,Cooper,100
1063,12/21/2009,Crystal River 3,0
1064,12/21/2009,D.C. Cook 1,48
1065,12/21/2009,D.C. Cook 2,100
1066,12/21/2009,Davis-Besse,100
1067,12/21/2009,Diablo Canyon 1,100
1068,12/21/2009,Diablo Canyon 2,100
1069,12/21/2009,Dresden 2,100
1070,12/21/2009,Dresden 3,99
1071,12/21/2009,Duane Arnold,100
1072,12/21/2009,Farley 1,100
1073,12/21/2009,Farley 2,100
1074,12/21/2009,Fermi 2,100
1075,12/21/2009,FitzPatrick,100
1076,12/21/2009,Fort Calhoun,30
1077,12/21/2009,Ginna,100
1078,12/21/2009,Grand Gulf 1,100
1079,12/21/2009,Harris 1,100
1080,12/21/2009,Hatch 1,100
1081,12/21/2009,Hatch 2,100
1082,12/21/2009,Hope Creek 1,100
1083,12/21/2009,Indian Point 2,100
1084,12/21/2009,Indian Point 3,100
1085,12/21/2009,Kewaunee,100
1086,12/21/2009,La Salle 1,100
1087,12/21/2009,La Salle 2,100
1088,12/21/2009,Limerick 1,100
1089,12/21/2009,Limerick 2,100
1090,12/21/2009,McGuire 1,100
1091,12/21/2009,McGuire 2,100
1092,12/21/2009,Millstone 2,100
1093,12/21/2009,Millstone 3,0
1094,12/21/2009,Monticello,100
1095,12/21/2009,Nine Mile Point 1,100
1096,12/21/2009,Nine Mile Point 2,100
1097,12/21/2009,North Anna 1,100
1098,12/21/2009,North Anna 2,100
1099,12/21/2009,Oconee 1,100
1100,12/21/2009,Oconee 2,100
1101,12/21/2009,Oconee 3,100
1102,12/21/2009,Oyster Creek,100
1103,12/21/2009,Palisades,100
1104,12/21/2009,Palo Verde 1,100
1105,12/21/2009,Palo Verde 2,100
1106,12/21/2009,Palo Verde 3,100
1107,12/21/2009,Peach Bottom 2,100
1108,12/21/2009,Peach Bottom 3,100
1109,12/21/2009,Perry 1,100
1110,12/21/2009,Pilgrim 1,100
1111,12/21/2009,Point Beach 1,100
1112,12/21/2009,Point Beach 2,100
1113,12/21/2009,Prairie Island 1,100
1114,12/21/2009,Prairie Island 2,100
1115,12/21/2009,Quad Cities 1,100
1116,12/21/2009,Quad Cities 2,100
1117,12/21/2009,River Bend 1,100
1118,12/21/2009,Robinson 2,100
1119,12/21/2009,Saint Lucie 1,100
1120,12/21/2009,Saint Lucie 2,100
1121,12/21/2009,Salem 1,100
1122,12/21/2009,Salem 2,100
1123,12/21/2009,San Onofre 2,0
1124,12/21/2009,San Onofre 3,100
1125,12/21/2009,Seabrook 1,10
1126,12/21/2009,Sequoyah 1,100
1127,12/21/2009,Sequoyah 2,100
1128,12/21/2009,South Texas 1,100
1129,12/21/2009,South Texas 2,100
1130,12/21/2009,Summer,100
1131,12/21/2009,Surry 1,100
1132,12/21/2009,Surry 2,100
1133,12/21/2009,Susquehanna 1,94
1134,12/21/2009,Susquehanna 2,94
1135,12/21/2009,Three Mile Island 1,0
1136,12/21/2009,Turkey Point 3,100
1137,12/21/2009,Turkey Point 4,100
1138,12/21/2009,Vermont Yankee,100
1139,12/21/2009,Vogtle 1,100
1140,12/21/2009,Vogtle 2,100
1141,12/21/2009,Waterford 3,100
1142,12/21/2009,Watts Bar 1,100
1143,12/21/2009,Wolf Creek 1,100
1144,12/20/2009,Arkansas Nuclear 1,100
1145,12/20/2009,Arkansas Nuclear 2,100
1146,12/20/2009,Beaver Valley 1,100
1147,12/20/2009,Beaver Valley 2,100
1148,12/20/2009,Braidwood 1,100
1149,12/20/2009,Braidwood 2,100
1150,12/20/2009,Browns Ferry 1,98
1151,12/20/2009,Browns Ferry 2,100
1152,12/20/2009,Browns Ferry 3,100
1153,12/20/2009,Brunswick 1,100
1154,12/20/2009,Brunswick 2,100
1155,12/20/2009,Byron 1,100
1156,12/20/2009,Byron 2,100
1157,12/20/2009,Callaway,100
1158,12/20/2009,Calvert Cliffs 1,100
1159,12/20/2009,Calvert Cliffs 2,100
1160,12/20/2009,Catawba 1,100
1161,12/20/2009,Catawba 2,100
1162,12/20/2009,Clinton,94
1163,12/20/2009,Columbia Generating Station,95
1164,12/20/2009,Comanche Peak 1,100
1165,12/20/2009,Comanche Peak 2,100
1166,12/20/2009,Cooper,100
1167,12/20/2009,Crystal River 3,0
1168,12/20/2009,D.C. Cook 1,12
1169,12/20/2009,D.C. Cook 2,100
1170,12/20/2009,Davis-Besse,100
1171,12/20/2009,Diablo Canyon 1,100
1172,12/20/2009,Diablo Canyon 2,100
1173,12/20/2009,Dresden 2,100
1174,12/20/2009,Dresden 3,99
1175,12/20/2009,Duane Arnold,100
1176,12/20/2009,Farley 1,100
1177,12/20/2009,Farley 2,100
1178,12/20/2009,Fermi 2,100
1179,12/20/2009,FitzPatrick,100
1180,12/20/2009,Fort Calhoun,10
1181,12/20/2009,Ginna,100
1182,12/20/2009,Grand Gulf 1,100
1183,12/20/2009,Harris 1,100
1184,12/20/2009,Hatch 1,100
1185,12/20/2009,Hatch 2,100
1186,12/20/2009,Hope Creek 1,100
1187,12/20/2009,Indian Point 2,100
1188,12/20/2009,Indian Point 3,100
1189,12/20/2009,Kewaunee,100
1190,12/20/2009,La Salle 1,92
1191,12/20/2009,La Salle 2,100
1192,12/20/2009,Limerick 1,100
1193,12/20/2009,Limerick 2,100
1194,12/20/2009,McGuire 1,100
1195,12/20/2009,McGuire 2,100
1196,12/20/2009,Millstone 2,100
1197,12/20/2009,Millstone 3,0
1198,12/20/2009,Monticello,100
1199,12/20/2009,Nine Mile Point 1,100
1200,12/20/2009,Nine Mile Point 2,100
1201,12/20/2009,North Anna 1,100
1202,12/20/2009,North Anna 2,100
1203,12/20/2009,Oconee 1,100
1204,12/20/2009,Oconee 2,100
1205,12/20/2009,Oconee 3,100
1206,12/20/2009,Oyster Creek,100
1207,12/20/2009,Palisades,100
1208,12/20/2009,Palo Verde 1,100
1209,12/20/2009,Palo Verde 2,100
1210,12/20/2009,Palo Verde 3,100
1211,12/20/2009,Peach Bottom 2,100
1212,12/20/2009,Peach Bottom 3,100
1213,12/20/2009,Perry 1,100
1214,12/20/2009,Pilgrim 1,100
1215,12/20/2009,Point Beach 1,100
1216,12/20/2009,Point Beach 2,100
1217,12/20/2009,Prairie Island 1,100
1218,12/20/2009,Prairie Island 2,100
1219,12/20/2009,Quad Cities 1,100
1220,12/20/2009,Quad Cities 2,78
1221,12/20/2009,River Bend 1,100
1222,12/20/2009,Robinson 2,100
1223,12/20/2009,Saint Lucie 1,100
1224,12/20/2009,Saint Lucie 2,100
1225,12/20/2009,Salem 1,100
1226,12/20/2009,Salem 2,100
1227,12/20/2009,San Onofre 2,0
1228,12/20/2009,San Onofre 3,100
1229,12/20/2009,Seabrook 1,15
1230,12/20/2009,Sequoyah 1,100
1231,12/20/2009,Sequoyah 2,100
1232,12/20/2009,South Texas 1,100
1233,12/20/2009,South Texas 2,100
1234,12/20/2009,Summer,100
1235,12/20/2009,Surry 1,100
1236,12/20/2009,Surry 2,100
1237,12/20/2009,Susquehanna 1,94
1238,12/20/2009,Susquehanna 2,94
1239,12/20/2009,Three Mile Island 1,0
1240,12/20/2009,Turkey Point 3,100
1241,12/20/2009,Turkey Point 4,100
1242,12/20/2009,Vermont Yankee,100
1243,12/20/2009,Vogtle 1,100
1244,12/20/2009,Vogtle 2,100
1245,12/20/2009,Waterford 3,100
1246,12/20/2009,Watts Bar 1,100
1247,12/20/2009,Wolf Creek 1,100
1248,12/19/2009,Arkansas Nuclear 1,100
1249,12/19/2009,Arkansas Nuclear 2,100
1250,12/19/2009,Beaver Valley 1,100
1251,12/19/2009,Beaver Valley 2,100
1252,12/19/2009,Braidwood 1,100
1253,12/19/2009,Braidwood 2,100
1254,12/19/2009,Browns Ferry 1,78
1255,12/19/2009,Browns Ferry 2,100
1256,12/19/2009,Browns Ferry 3,100
1257,12/19/2009,Brunswick 1,100
1258,12/19/2009,Brunswick 2,100
1259,12/19/2009,Byron 1,100
1260,12/19/2009,Byron 2,100
1261,12/19/2009,Callaway,100
1262,12/19/2009,Calvert Cliffs 1,100
1263,12/19/2009,Calvert Cliffs 2,100
1264,12/19/2009,Catawba 1,100
1265,12/19/2009,Catawba 2,100
1266,12/19/2009,Clinton,93
1267,12/19/2009,Columbia Generating Station,100
1268,12/19/2009,Comanche Peak 1,100
1269,12/19/2009,Comanche Peak 2,100
1270,12/19/2009,Cooper,100
1271,12/19/2009,Crystal River 3,0
1272,12/19/2009,D.C. Cook 1,10
1273,12/19/2009,D.C. Cook 2,100
1274,12/19/2009,Davis-Besse,100
1275,12/19/2009,Diablo Canyon 1,100
1276,12/19/2009,Diablo Canyon 2,100
1277,12/19/2009,Dresden 2,100
1278,12/19/2009,Dresden 3,99
1279,12/19/2009,Duane Arnold,100
1280,12/19/2009,Farley 1,100
1281,12/19/2009,Farley 2,100
1282,12/19/2009,Fermi 2,100
1283,12/19/2009,FitzPatrick,100
1284,12/19/2009,Fort Calhoun,10
1285,12/19/2009,Ginna,100
1286,12/19/2009,Grand Gulf 1,100
1287,12/19/2009,Harris 1,100
1288,12/19/2009,Hatch 1,100
1289,12/19/2009,Hatch 2,100
1290,12/19/2009,Hope Creek 1,100
1291,12/19/2009,Indian Point 2,100
1292,12/19/2009,Indian Point 3,100
1293,12/19/2009,Kewaunee,100
1294,12/19/2009,La Salle 1,100
1295,12/19/2009,La Salle 2,100
1296,12/19/2009,Limerick 1,100
1297,12/19/2009,Limerick 2,100
1298,12/19/2009,McGuire 1,100
1299,12/19/2009,McGuire 2,100
1300,12/19/2009,Millstone 2,100
1301,12/19/2009,Millstone 3,100
1302,12/19/2009,Monticello,100
1303,12/19/2009,Nine Mile Point 1,100
1304,12/19/2009,Nine Mile Point 2,100
1305,12/19/2009,North Anna 1,100
1306,12/19/2009,North Anna 2,100
1307,12/19/2009,Oconee 1,100
1308,12/19/2009,Oconee 2,88
1309,12/19/2009,Oconee 3,100
1310,12/19/2009,Oyster Creek,100
1311,12/19/2009,Palisades,100
1312,12/19/2009,Palo Verde 1,100
1313,12/19/2009,Palo Verde 2,100
1314,12/19/2009,Palo Verde 3,100
1315,12/19/2009,Peach Bottom 2,100
1316,12/19/2009,Peach Bottom 3,100
1317,12/19/2009,Perry 1,100
1318,12/19/2009,Pilgrim 1,100
1319,12/19/2009,Point Beach 1,100
1320,12/19/2009,Point Beach 2,100
1321,12/19/2009,Prairie Island 1,100
1322,12/19/2009,Prairie Island 2,98
1323,12/19/2009,Quad Cities 1,100
1324,12/19/2009,Quad Cities 2,100
1325,12/19/2009,River Bend 1,100
1326,12/19/2009,Robinson 2,100
1327,12/19/2009,Saint Lucie 1,100
1328,12/19/2009,Saint Lucie 2,100
1329,12/19/2009,Salem 1,100
1330,12/19/2009,Salem 2,100
1331,12/19/2009,San Onofre 2,0
1332,12/19/2009,San Onofre 3,100
1333,12/19/2009,Seabrook 1,9
1334,12/19/2009,Sequoyah 1,100
1335,12/19/2009,Sequoyah 2,100
1336,12/19/2009,South Texas 1,100
1337,12/19/2009,South Texas 2,100
1338,12/19/2009,Summer,100
1339,12/19/2009,Surry 1,100
1340,12/19/2009,Surry 2,100
1341,12/19/2009,Susquehanna 1,85
1342,12/19/2009,Susquehanna 2,94
1343,12/19/2009,Three Mile Island 1,0
1344,12/19/2009,Turkey Point 3,100
1345,12/19/2009,Turkey Point 4,100
1346,12/19/2009,Vermont Yankee,100
1347,12/19/2009,Vogtle 1,94
1348,12/19/2009,Vogtle 2,100
1349,12/19/2009,Waterford 3,100
1350,12/19/2009,Watts Bar 1,100
1351,12/19/2009,Wolf Creek 1,100
1352,12/18/2009,Arkansas Nuclear 1,100
1353,12/18/2009,Arkansas Nuclear 2,100
1354,12/18/2009,Beaver Valley 1,100
1355,12/18/2009,Beaver Valley 2,100
1356,12/18/2009,Braidwood 1,100
1357,12/18/2009,Braidwood 2,100
1358,12/18/2009,Browns Ferry 1,100
1359,12/18/2009,Browns Ferry 2,100
1360,12/18/2009,Browns Ferry 3,100
1361,12/18/2009,Brunswick 1,66
1362,12/18/2009,Brunswick 2,100
1363,12/18/2009,Byron 1,100
1364,12/18/2009,Byron 2,100
1365,12/18/2009,Callaway,100
1366,12/18/2009,Calvert Cliffs 1,100
1367,12/18/2009,Calvert Cliffs 2,100
1368,12/18/2009,Catawba 1,99
1369,12/18/2009,Catawba 2,100
1370,12/18/2009,Clinton,94
1371,12/18/2009,Columbia Generating Station,100
1372,12/18/2009,Comanche Peak 1,100
1373,12/18/2009,Comanche Peak 2,100
1374,12/18/2009,Cooper,100
1375,12/18/2009,Crystal River 3,0
1376,12/18/2009,D.C. Cook 1,3
1377,12/18/2009,D.C. Cook 2,100
1378,12/18/2009,Davis-Besse,100
1379,12/18/2009,Diablo Canyon 1,100
1380,12/18/2009,Diablo Canyon 2,100
1381,12/18/2009,Dresden 2,100
1382,12/18/2009,Dresden 3,98
1383,12/18/2009,Duane Arnold,100
1384,12/18/2009,Farley 1,100
1385,12/18/2009,Farley 2,100
1386,12/18/2009,Fermi 2,100
1387,12/18/2009,FitzPatrick,100
1388,12/18/2009,Fort Calhoun,0
1389,12/18/2009,Ginna,100
1390,12/18/2009,Grand Gulf 1,100
1391,12/18/2009,Harris 1,100
1392,12/18/2009,Hatch 1,100
1393,12/18/2009,Hatch 2,100
1394,12/18/2009,Hope Creek 1,100
1395,12/18/2009,Indian Point 2,100
1396,12/18/2009,Indian Point 3,100
1397,12/18/2009,Kewaunee,100
1398,12/18/2009,La Salle 1,100
1399,12/18/2009,La Salle 2,100
1400,12/18/2009,Limerick 1,100
1401,12/18/2009,Limerick 2,100
1402,12/18/2009,McGuire 1,100
1403,12/18/2009,McGuire 2,100
1404,12/18/2009,Millstone 2,100
1405,12/18/2009,Millstone 3,100
1406,12/18/2009,Monticello,100
1407,12/18/2009,Nine Mile Point 1,100
1408,12/18/2009,Nine Mile Point 2,100
1409,12/18/2009,North Anna 1,100
1410,12/18/2009,North Anna 2,100
1411,12/18/2009,Oconee 1,100
1412,12/18/2009,Oconee 2,100
1413,12/18/2009,Oconee 3,100
1414,12/18/2009,Oyster Creek,100
1415,12/18/2009,Palisades,100
1416,12/18/2009,Palo Verde 1,100
1417,12/18/2009,Palo Verde 2,100
1418,12/18/2009,Palo Verde 3,100
1419,12/18/2009,Peach Bottom 2,100
1420,12/18/2009,Peach Bottom 3,100
1421,12/18/2009,Perry 1,100
1422,12/18/2009,Pilgrim 1,100
1423,12/18/2009,Point Beach 1,100
1424,12/18/2009,Point Beach 2,100
1425,12/18/2009,Prairie Island 1,100
1426,12/18/2009,Prairie Island 2,100
